"Tipo_Aquisicao","Municipio","Origem","Comarca","Conta_Contabil","Cod_Produto","Qtd_Comprada","Valor_a_receber","Valor_Comprado","Restituido"
"Outros","OLINDA","FILANTRÓPICO","OLINDA","MEDICAMENTOS","3341054.1",66,0,"21007.8","Nao"
"Outros","GRAVATÁ","SUS","GRAVATÁ","MEDICAMENTOS","3246213.113",22,0,"65329.88","Sim"
"Dispensa","RECIFE","SUS","RECIFE","MEDICAMENTOS","3089169.1988",8,0,"9322.8","Nao"
"Dispensa","PAULISTA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3455750.1653",70,0,"670964.7","Sim"
"Dispensa","PETROLINA","PRIVADO","PETROLINA","MEDICAMENTOS","3762157.1990",6000,0,18240,"Nao"
"Inexigibilidade","LIMOEIRO","SUS","LIMOEIRO","MEDICAMENTOS","4105362.1",54,0,"453528.18","Sim"
"Inexigibilidade","PETROLINA","SUS","PETROLINA","MEDICAMENTOS","3079554.1",700,0,922509,"Nao"
"Dispensa","PAULISTA","FILANTRÓPICO","PAULISTA","NUTRIÇÃO","413551.21",28800,0,12960,"Nao"
"Adesão","RIACHO DAS ALMAS","SUS","RIACHO DAS ALMAS","MEDICAMENTOS CONTROLADOS","3382990.1473",5100,0,7344,"Nao"
"Pregão","CABO DE SANTO AGOSTINHO","FILANTRÓPICO","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3587509.1",2100,0,289632,"Sim"
"Outros","IPOJUCA","SUS","JEFPC","MATERIAL MEDICO HOSPITALAR","1928996.1",90,0,"91.8","Sim"
"Outros","RIBEIRÃO","FILANTRÓPICO","RIBEIRAO","MEDICAMENTOS","3180352.1",30,0,"111.9","Sim"
"Outros","RECIFE","SUS","RECIFE","NUTRIÇÃO","2878755.21",3600,0,216,"Nao"
"Adesão","PAUDALHO","FILANTRÓPICO","PAUDALHO","NUTRIÇÃO","4135512.21",24000,0,12000,"Sim"
"Dispensa","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS CONTROLADOS","3356523.1473",2160,"10195.2","10195.2","Nao"
"Pregão","RECIFE","FILANTRÓPICO","JFPE","NUTRIÇÃO","3482189.1",45600,0,4104,"Sim"
"Adesão","BREJO DA MADRE DE DEUS","SUS","BREJO DE MADRE DE DEUS","MEDICAMENTOS","3587509.1473",720,0,"99525.6","Sim"
"Adesão","PESQUEIRA","SUS","PESQUEIRA","MEDICAMENTOS CONTROLADOS","3393852.1473",4500,0,11160,"Sim"
"Pregão","SERTÂNIA","SUS","SERTÂNIA","NUTRIÇÃO","3664120.21",3000,0,210,"Nao"
"Pregão","SANTA CRUZ DO CAPIBARIBE","FILANTRÓPICO","SANTA CRUZ DO CAPIBARIBE","NUTRIÇÃO","4035003.21",52800,0,"3801.6","Sim"
"Adesão","PETROLINA","SUS","JFPE","MEDICAMENTOS","3241050.113",10,0,1790,"Sim"
"Adesão","RECIFE","FILANTRÓPICO","JEFPC","MEDICAMENTOS","3476251.1911",1440,"2273.88","272865.6","Nao"
"Outros","PETROLINA","PRIVADO","JFPE","NUTRIÇÃO","3959066.1",84,0,2940,"Nao"
"Outros","SÃO JOAQUIM DO MONTE","NÃO INFORMADO","SÃO JOAQUIM DO MONTE","MEDICAMENTOS","3490505.1308",30,0,"591.3","Sim"
"Outros","SERTÂNIA","FILANTRÓPICO","SERTÂNIA","MEDICAMENTOS","3207846.1473",120,0,"88.8","Nao"
"Outros","CABO DE SANTO AGOSTINHO","NÃO INFORMADO","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","4256719.1990",90,0,"398.7","Nao"
"Outros","TUPARETAMA","FILANTRÓPICO","RECIFE","MEDICAMENTOS","34584231.1473",180,0,"93.6","Sim"
"Outros","CABO DE SANTO AGOSTINHO","PRIVADO","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3442306.1473",600,0,180,"Nao"
"Outros","PALMARES","FILANTRÓPICO","PALMARES","MEDICAMENTOS","3928390.1990",280,0,"1590.4","Sim"
"Outros","SÃO LOURENÇO DA MATA","SUS","SÃO LOURENÇO DA MATA","MEDICAMENTOS","3635708.1",56,0,"141.68","Nao"
"Outros","VITÓRIA DE SANTO ANTÃO","SUS","JFPE","MEDICAMENTOS CONTROLADOS","3882519.1990",180,0,207,"Sim"
"Outros","VITÓRIA DE SANTO ANTÃO","SUS","VITÓRIA DE SANTO ANTÃO","MEDICAMENTOS CONTROLADOS","3166511.1473",180,0,"142.2","Nao"
"Outros","RECIFE","FILANTRÓPICO","JEFPC","MEDICAMENTOS CONTROLADOS","3463788.1",28,0,"44.52","Nao"
"Dispensa","PAUDALHO","NÃO INFORMADO","TJPE","MEDICAMENTOS","3696332.1714",12,"107666.24","161499.36","Nao"
"Dispensa","RECIFE","FILANTRÓPICO","JEFPC","MEDICAMENTOS","3696332.2162",16,"645998.28","861331.04","Sim"
"Pregão","OLINDA","SUS","RECIFE","MEDICAMENTOS","3547205.1473",26040,0,1781136,"Sim"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3167780.1473",180,0,90,"Sim"
"Outros","RECIFE","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","34584231.1473",60,0,"31.2","Nao"
"Outros","JABOATÃO DOS GUARARAPES","PRIVADO","JEFPC","MEDICAMENTOS","3223515.1439",2,0,"250.32","Sim"
"Outros","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","3390861.1765",40,0,"1136.4","Nao"
"Outros","MORENO","SUS","MORENO","MEDICAMENTOS","3377962.1",120,0,"1059.6","Sim"
"Outros","BOM JARDIM","SUS","BOM JARDIM","MEDICAMENTOS","3376281.1055",2,0,1348,"Sim"
"Outros","CARNAÍBA","PRIVADO","CARNAÍBA","MEDICAMENTOS","3696332.1714",1,0,"10572.98","Sim"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3167500.1",120,0,"28.8","Nao"
"Outros","OLINDA","FILANTRÓPICO","OLINDA","MEDICAMENTOS","3201511.1473",32,0,"18.56","Sim"
"Outros","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS CONTROLADOS","3161897.1",60,0,42,"Sim"
"Inexigibilidade","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","3470474.1766",375,0,485520,"Nao"
"Dispensa","SÃO LOURENÇO DA MATA","NÃO INFORMADO","SÃO LOURENÇO DA MATA","MEDICAMENTOS","4249186.1714",48,0,"305876.16","Nao"
"Dispensa","RECIFE","FILANTRÓPICO","JEFPC","MEDICAMENTOS","4249186.1766",12,0,"30587.52","Sim"
"Outros","RECIFE","PRIVADO","RECIFE","MEDICAMENTOS CONTROLADOS","3323234.1",200,0,116,"Nao"
"Dispensa","CAMARAGIBE","FILANTRÓPICO","JFPE","MEDICAMENTOS","3376281.1055",468,0,"332996.04","Nao"
"Pregão","ESCADA","FILANTRÓPICO","TJPE","MEDICAMENTOS CONTROLADOS","3356035.1",2700,6642,6642,"Sim"
"Pregão","RECIFE","NÃO INFORMADO","GARANHUNS","MEDICAMENTOS CONTROLADOS","3346293.1",240,0,"1694.4","Nao"
"Adesão","PETROLINA","SUS","JFPE","MEDICAMENTOS","4201477.1990",360,0,"18849.6","Sim"
"Pregão","PETROLINA","PRIVADO","PETROLINA","MEDICAMENTOS","3360814.1",86,"97074.22","97074.22","Nao"
"Pregão","NÃO INFORMADO","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3499120.1653",360,0,"72363.6","Sim"
"Outros","CAMARAGIBE","PRIVADO","RECIFE","MEDICAMENTOS CONTROLADOS","3885798.1911",28,0,"204.12","Nao"
"Outros","RECIFE","SUS","JEFPC","MEDICAMENTOS CONTROLADOS","3496473.1",168,0,"183.12","Nao"
"Outros","MORENO","FILANTRÓPICO","MORENO","NUTRIÇÃO","4135512.21",72000,0,33120,"Nao"
"Outros","BODOCÓ","SUS","BODOCÓ","NUTRIÇÃO","2877880.21",124800,0,16224,"Sim"
"Outros","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3377962.1",120,0,"1059.6","Sim"
"Outros","PAULISTA","FILANTRÓPICO","OLINDA","MEDICAMENTOS","3366715.1",1,0,"11917.34","Sim"
"Outros","JABOATÃO DOS GUARARAPES","PRIVADO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3342603.1",270,0,"264.6","Nao"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","3067530.1473",60,0,"4.2","Sim"
"Outros","PAULISTA","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3397823.1473",70,0,"7291.2","Nao"
"Outros","RECIFE","PRIVADO","TJPE","MEDICAMENTOS","34584231.1473",60,0,"31.2","Sim"
"Outros","GRAVATÁ","FILANTRÓPICO","GRAVATÁ","MEDICAMENTOS","3383598.1653",6,0,"2298.24","Sim"
"Outros","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS CONTROLADOS","3355586.1990",210,0,231,"Sim"
"Outros","RECIFE","FILANTRÓPICO","JEFPC","MATERIAL MEDICO HOSPITALAR","3528669.116",5,0,"87.5","Nao"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3148521.1512",1,0,"37.93","Sim"
"Outros","CAMARAGIBE","FILANTRÓPICO","CAMARAGIBE","MEDICAMENTOS","3376893.1990",630,0,"11516.4","Sim"
"Outros","CORRENTES","FILANTRÓPICO","CORRENTES","MEDICAMENTOS","3335577.1",60,0,"49.8","Nao"
"Outros","BREJO DA MADRE DE DEUS","SUS","BREJO DE MADRE DE DEUS","MEDICAMENTOS","3442403.1",90,0,"4450.5","Nao"
"Outros","IPOJUCA","FILANTRÓPICO","IPOJUCA","MEDICAMENTOS","3341054.1",7,0,"2228.1","Sim"
"Outros","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JFPE","MEDICAMENTOS","3429652.1911",45,0,"4436.1","Nao"
"Outros","FEIRA NOVA","FILANTRÓPICO","FEIRA NOVA","MEDICAMENTOS","3429660.1911",30,0,"553.8","Nao"
"Outros","NÃO INFORMADO","NÃO INFORMADO","JFPE","MEDICAMENTOS","3378098.1911",15,0,"161.4","Sim"
"Outros","RECIFE","NÃO INFORMADO","RECIFE","MEDICAMENTOS","3196534.1",140,0,266,"Nao"
"Outros","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS CONTROLADOS","3067238.1473",800,0,32,"Sim"
"Outros","GRAVATÁ","FILANTRÓPICO","GRAVATÁ","MEDICAMENTOS CONTROLADOS","3323234.1",900,0,522,"Nao"
"Adesão","OLINDA","PRIVADO","OLINDA","MEDICAMENTOS","3587509.1473",360,0,"49762.8","Sim"
"Adesão","SERTÂNIA","SUS","SERTÂNIA","MEDICAMENTOS","4201477.1990",5040,0,"263894.4","Nao"
"Pregão","RECIFE","SUS","ESCADA","MEDICAMENTOS","3376281.1",860,0,"611915.8","Nao"
"Pregão","ALAGOINHA","SUS","ALAGOINHA","MEDICAMENTOS","3547205.1473",45840,0,3135456,"Nao"
"Pregão","LIMOEIRO","SUS","LIMOEIRO","MEDICAMENTOS","4148126.1653",72,0,"105773.04","Sim"
"Pregão","BELÉM DE MARIA","SUS","RECIFE","MEDICAMENTOS","3399281.1",236,"156328.2","175683.12","Sim"
"Dispensa","PETROLINA","SUS","PETROLINA","MEDICAMENTOS","3378039.1",3240,0,"518043.6","Sim"
"Adesão","RECIFE","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3167399.1473",1200,0,864,"Nao"
"Pregão","OURICURI","NÃO INFORMADO","RECIFE","MEDICAMENTOS","3410501.1",31800,0,2246034,"Sim"
"Pregão","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MATERIAL MEDICO HOSPITALAR","2656515.1",12200,0,"12673.36","Nao"
"Pregão","PETROLINA","SUS","PETROLINA","MATERIAL MEDICO HOSPITALAR","2602350.1",75000,49500,49500,"Sim"
"Pregão","PETROLINA","FILANTRÓPICO","JFPE","MATERIAL MEDICO HOSPITALAR","2602350.1",225000,135000,135000,"Sim"
"Pregão","RECIFE","SUS","RECIFE","MEDICAMENTOS","4249186.1714",6,0,"38234.52","Sim"
"Pregão","RECIFE","SUS","RECIFE","MEDICAMENTOS","4249186.1714",18,0,"114703.56","Nao"
"Pregão","GARANHUNS","PRIVADO","GARANHUNS","MEDICAMENTOS","3372600.1",315,"2790.75","58605.75","Sim"
"Pregão","RECIFE","PRIVADO","RECIFE","MEDICAMENTOS","4048482.1771",9,0,"75957.48","Sim"
"Pregão","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3372600.1",945,"2790.75","175817.25","Nao"
"Pregão","PETROLINA","SUS","JFPE","MEDICAMENTOS","4048482.1771",3,0,"25319.16","Nao"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS CONTROLADOS","3346293.1",60,0,"423.6","Sim"
"Outros","PETROLINA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3067475.1473",60,0,"7.2","Nao"
"Outros","JABOATÃO DOS GUARARAPES","SUS","RECIFE","MEDICAMENTOS","3166406.1911",120,0,"91.2","Nao"
"Outros","PETROLINA","SUS","PETROLINA","MEDICAMENTOS","3196550.1473",120,0,"39.6","Sim"
"Outros","PETROLÂNDIA","FILANTRÓPICO","PETROLÂNDIA","MEDICAMENTOS CONTROLADOS","3335755.1",90,0,"123.3","Nao"
"Outros","CABO DE SANTO AGOSTINHO","FILANTRÓPICO","TJPE","MEDICAMENTOS CONTROLADOS","3885798.1911",28,0,"204.12","Sim"
"Outros","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","4059565.1988",60,0,2619,"Nao"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3166430.1",240,0,"45.6","Sim"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3223515.1439",7,0,"876.12","Nao"
"Outros","PETROLINA","SUS","JFPE","MEDICAMENTOS","336541.89",8,0,"292.8","Nao"
"Outros","ARCOVERDE","SUS","ARCOVERDE","MEDICAMENTOS","336541.89",2,0,"73.2","Nao"
"Outros","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JEFPC","MEDICAMENTOS CONTROLADOS","3355586.1990",30,0,33,"Sim"
"Adesão","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3241050.113",10,0,1790,"Sim"
"Adesão","BELÉM DO SÃO FRANCISCO","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3476251.1911",1260,0,"238757.4","Sim"
"Adesão","BETÂNIA","FILANTRÓPICO","BETÂNIA","MEDICAMENTOS","3244750.1653",160,0,279200,"Nao"
"Adesão","LAGOA GRANDE","FILANTRÓPICO","JFPE","MEDICAMENTOS CONTROLADOS","3356035.1473",2700,6642,6642,"Sim"
"Pregão","CUSTÓDIA","PRIVADO","CUSTÓDIA","MEDICAMENTOS","3126935.1653",50,0,1842075,"Nao"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS","336541.89",1,0,"36.6","Sim"
"Pregão","RECIFE","SUS","JFPE","MEDICAMENTOS","4169212.1911",1620,0,"45635.4","Sim"
"Pregão","RECIFE","PRIVADO","TJPE","MEDICAMENTOS","3079694.1",2408,0,"1781.92","Sim"
"Pregão","ESCADA","PRIVADO","ESCADA","MEDICAMENTOS","3161455.1",600,0,570,"Nao"
"Pregão","BARREIROS","FILANTRÓPICO","BARREIROS","MEDICAMENTOS","3099229.1",20280,0,"5678.4","Sim"
"Pregão","PETROLINA","NÃO INFORMADO","JFPE","MEDICAMENTOS","4341961.1911",360,0,138024,"Sim"
"Pregão","OLINDA","SUS","OLINDA","MEDICAMENTOS","4249186.1714",18,0,"114703.56","Nao"
"Pregão","ABREU E LIMA","SUS","ABREU E LIMA","MEDICAMENTOS","4249186.1714",6,0,"38234.52","Nao"
"Pregão","RECIFE","NÃO INFORMADO","JEFPC","MEDICAMENTOS","3447502.1",50,0,322093,"Sim"
"Pregão","RECIFE","SUS","RECIFE","MEDICAMENTOS","4213327.1911",2160,0,152820,"Nao"
"Outros","NÃO INFORMADO","NÃO INFORMADO","RECIFE","MEDICAMENTOS","3490505.1",8,0,"143.6","Nao"
"Outros","SÃO CAITANO","FILANTRÓPICO","TJPE","MEDICAMENTOS","3240975.1911",50,0,"35.5","Sim"
"Outros","LIMOEIRO","PRIVADO","LIMOEIRO","MEDICAMENTOS","3828654.1439",1,0,"30.02","Nao"
"Outros","OLINDA","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3411770.1",28,0,"278.32","Sim"
"Outros","VITÓRIA DE SANTO ANTÃO","FILANTRÓPICO","VITÓRIA DE SANTO ANTÃO","MEDICAMENTOS","34584231.1473",180,0,"93.6","Nao"
"Outros","FEIRA NOVA","SUS","FEIRA NOVA","MEDICAMENTOS CONTROLADOS","3387909.1",120,0,"61.2","Sim"
"Outros","FEIRA NOVA","NÃO INFORMADO","FEIRA NOVA","MEDICAMENTOS CONTROLADOS","3355586.1990",120,0,132,"Nao"
"Inexigibilidade","TABIRA","FILANTRÓPICO","TABIRA","MEDICAMENTOS","4048482.1176",120,0,"632979.6","Nao"
"Outros","JABOATÃO DOS GUARARAPES","SUS","TJPE","MEDICAMENTOS","3079694.1",2,0,"1.48","Nao"
"Outros","PETROLINA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3067530.1473",30,0,"2.1","Sim"
"Outros","OLINDA","SUS","OLINDA","MEDICAMENTOS","3079694.1990",100,0,38,"Sim"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","4213327.1911",40,0,2834,"Sim"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3356795.1",540,0,"124.2","Nao"
"Outros","OLINDA","NÃO INFORMADO","RECIFE","MEDICAMENTOS","3067530.1473",60,0,"4.2","Sim"
"Outros","MORENO","FILANTRÓPICO","MORENO","MEDICAMENTOS","3079554.1",3,0,"3953.61","Nao"
"Outros","OLINDA","NÃO INFORMADO","OLINDA","NUTRIÇÃO","3223060.21",4800,0,1152,"Sim"
"Pregão","BELÉM DO SÃO FRANCISCO","SUS","BELÉM DO SÃO FRANCISCO","MEDICAMENTOS","3242706.1",72,0,"836.64","Sim"
"Pregão","CARUARU","PRIVADO","CARUARU","MEDICAMENTOS","3161382.1",1500,0,75,"Sim"
"Outros","PETROLINA","SUS","JFPE","MEDICAMENTOS CONTROLADOS","3356795.1",360,0,"82.8","Nao"
"Pregão","PETROLINA","SUS","JFPE","MEDICAMENTOS","3079694.1",924,0,"1903.44","Sim"
"Pregão","RECIFE","SUS","RECIFE","MEDICAMENTOS","4094182.1473",1200,0,3168,"Sim"
"Pregão","RECIFE","SUS","JFPE","MEDICAMENTOS","3462978.1",600,756,756,"Nao"
"Pregão","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3082989.771",170,"1718.7","1718.7","Nao"
"Pregão","PETROLINA","SUS","JFPE","MEDICAMENTOS","3896226.1473",1092,"3139.36","122435.04","Sim"
"Pregão","PETROLINA","PRIVADO","JFPE","MEDICAMENTOS","3896226.1473",364,"3139.36","40811.68","Nao"
"Pregão","RECIFE","FILANTRÓPICO","RECIFE","NUTRIÇÃO","4670590.21",48000,0,2400,"Nao"
"Pregão","PAULISTA","FILANTRÓPICO","RECIFE","NUTRIÇÃO","3437817.21",24000,0,3360,"Sim"
"Pregão","LIMOEIRO","SUS","LIMOEIRO","NUTRIÇÃO","3343804.21",24000,0,2880,"Nao"
"Pregão","JABOATÃO DOS GUARARAPES","PRIVADO","RECIFE","NUTRIÇÃO","413551.21",72000,0,30960,"Sim"
"Pregão","NAZARÉ DA MATA","SUS","NAZARÉ DA MATA","MEDICAMENTOS","3399931.1",1624,0,"340812.64","Nao"
"Pregão","CARNAÍBA","FILANTRÓPICO","CARNAÍBA","NUTRIÇÃO","3437906.21",270000,0,5400,"Sim"
"Pregão","CARNAÍBA","FILANTRÓPICO","CARNAÍBA","NUTRIÇÃO","2401452.21",6000,0,120,"Nao"
"Pregão","SURUBIM","SUS","SURUBIM","NUTRIÇÃO","2439760.21",72000,0,34560,"Nao"
"Pregão","CAMARAGIBE","PRIVADO","JEFPC","MEDICAMENTOS CONTROLADOS","3335755.1",2700,"14.76",3321,"Nao"
"Pregão","OLINDA","PRIVADO","RECIFE","MEDICAMENTOS CONTROLADOS","3378004.1",3510,0,"4527.9","Sim"
"Pregão","CARUARU","SUS","RECIFE","MEDICAMENTOS","3402541.1",180,0,"7194.6","Sim"
"Pregão","GARANHUNS","PRIVADO","GARANHUNS","MEDICAMENTOS","3499324.1",1820,0,"5241.6","Sim"
"Pregão","JABOATÃO DOS GUARARAPES","NÃO INFORMADO","RECIFE","MEDICAMENTOS","4249186.1714",12,"76469.04","76469.04","Nao"
"Pregão","PRIMAVERA","SUS","TJPE","MEDICAMENTOS","4249186.1714",36,"229407.12","229407.12","Sim"
"Pregão","CAMARAGIBE","SUS","CAMARAGIBE","MEDICAMENTOS","3335984.1",2100,0,562422,"Nao"
"Pregão","ARCOVERDE","PRIVADO","ARCOVERDE","MEDICAMENTOS CONTROLADOS","3398552.1",18900,0,15120,"Sim"
"Dispensa","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","4213327.1911",720,0,50940,"Sim"
"Dispensa","LIMOEIRO","SUS","LIMOEIRO","ANTIMICROBIANOS","3137929.1653",120,0,168786,"Sim"
"Dispensa","LAJEDO","PRIVADO","GARANHUNS","MEDICAMENTOS","4377826.1473",540,0,"1042.2","Nao"
"Dispensa","RECIFE","SUS","RECIFE","MEDICAMENTOS","4176839.1653",32,0,"58159.36","Sim"
"Pregão","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","3377563.1911",540,"132775.2","132775.2","Sim"
"Outros","CARUARU","PRIVADO","JFPE","MEDICAMENTOS","3376893.1990",10380,0,187359,"Nao"
"Outros","AGRESTINA","SUS","AGRESTINA","MEDICAMENTOS","3378098.1911",190,0,"2044.4","Nao"
"Outros","PETROLINA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3108120.1473",168,0,"285.609999696","Sim"
"Pregão","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","324621.1653",150,0,"155548.5","Nao"
"Adesão","BARREIROS","SUS","BARREIROS","MEDICAMENTOS","3334376.1653",18,0,"168172.2","Nao"
"Pregão","SIRINHAÉM","FILANTRÓPICO","TJPE","MEDICAMENTOS","3587509.1",2340,0,"322732.8","Sim"
"Pregão","SALGUEIRO","SUS","SALGUEIRO","MEDICAMENTOS","3475670.1",72,0,"115763.04","Nao"
"Pregão","CABO DE SANTO AGOSTINHO","NÃO INFORMADO","JABOATÃO DOS GUARARAPES","NUTRIÇÃO","413551.21",268800,0,134400,"Sim"
"Dispensa","TIMBAÚBA","NÃO INFORMADO","TIMBAÚBA","MEDICAMENTOS","4701690.1911",720,0,"149443.2","Nao"
"Dispensa","CUPIRA","SUS","TJPE","MEDICAMENTOS","3717950.1990",196,"51.8","362.6","Sim"
"Pregão","PETROLINA","PRIVADO","JFPE","MEDICAMENTOS","3452514.1",6200,0,71300,"Nao"
"Outros","RECIFE","SUS","JFPE","NUTRIÇÃO","2958171.1361",270000,0,5400,"Nao"
"Outros","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","RECIFE","MEDICAMENTOS","4059603.1988",120,0,"974.4","Nao"
"Outros","JOÃO ALFREDO","FILANTRÓPICO","JEFPC","MEDICAMENTOS","3372600.1",60,0,11163,"Sim"
"Outros","SANTA CRUZ DO CAPIBARIBE","FILANTRÓPICO","SANTA CRUZ DO CAPIBARIBE","MEDICAMENTOS","3840905.1",120,0,"58989.6","Sim"
"Outros","SANTA CRUZ DO CAPIBARIBE","FILANTRÓPICO","TJPE","NUTRIÇÃO","3725120.21",6400,0,6144,"Sim"
"Outros","PAULISTA","SUS","RECIFE","MEDICAMENTOS","3402533.1",120,0,"46.8","Nao"
"Pregão","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","3196186.1",1200,0,324,"Sim"
"Outros","BARREIROS","FILANTRÓPICO","BARREIROS","NUTRIÇÃO","2958325.1361",12000,0,1320,"Nao"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","NUTRIÇÃO","2958325.1361",17400,0,1914,"Sim"
"Outros","PETROLINA","PRIVADO","PETROLINA","MEDICAMENTOS","3079694.1",6,0,"12.36","Sim"
"Pregão","TIMBAÚBA","SUS","RECIFE","MEDICAMENTOS","3587509.1",360,0,"49651.2","Sim"
"Pregão","RECIFE","SUS","JEFPC","MEDICAMENTOS","3499987.1862",320,0,"797100.8","Nao"
"Outros","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","4059590.1",90,0,"913.5","Sim"
"Outros","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","3223515.1439",2,0,"250.32","Sim"
"Outros","IGARASSU","FILANTRÓPICO","IGARASSU","MEDICAMENTOS","3196534.1",84,0,"159.6","Nao"
"Outros","PAULISTA","SUS","PAULISTA","MEDICAMENTOS CONTROLADOS","3411532.1",459,0,"683.91","Nao"
"Outros","RECIFE","SUS","JEFPC","MEDICAMENTOS CONTROLADOS","3380653.1473",60,0,"440.4","Sim"
"Outros","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS CONTROLADOS","3339106.1696",30,0,"562.5","Nao"
"Outros","LIMOEIRO","SUS","LIMOEIRO","MEDICAMENTOS","3474046.1911",224,0,"27144.32","Nao"
"Outros","CARUARU","SUS","JEFPC","MEDICAMENTOS CONTROLADOS","3346293.1",30,0,"211.8","Sim"
"Outros","CABO DE SANTO AGOSTINHO","NÃO INFORMADO","CABO DE SANTO AGOSTINHO","MEDICAMENTOS CONTROLADOS","3885798.1911",56,0,"408.24","Nao"
"Outros","CABO DE SANTO AGOSTINHO","FILANTRÓPICO","CABO DE SANTO AGOSTINHO","MEDICAMENTOS CONTROLADOS","3356523.1473",180,0,"82.8","Sim"
"Pregão","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3109968.1370",110,0,"9356.6","Nao"
"Pregão","ESCADA","FILANTRÓPICO","ESCADA","MEDICAMENTOS","3446093.2060",24,0,"24264.72","Sim"
"Pregão","PAUDALHO","PRIVADO","PAUDALHO","MEDICAMENTOS","3539156.1",2700,0,284202,"Nao"
"Pregão","SALGUEIRO","SUS","SALGUEIRO","MEDICAMENTOS","3365514.1473",600,864,864,"Nao"
"Pregão","SALGUEIRO","SUS","SALGUEIRO","MEDICAMENTOS","3455750.1653",24,"229534.08","229534.08","Nao"
"Pregão","GARANHUNS","PRIVADO","GARANHUNS","MEDICAMENTOS","3455750.1653",72,0,"688602.24","Sim"
"Pregão","AFOGADOS DA INGAZEIRA","PRIVADO","AFOGADOS DA INGAZEIRA","NUTRIÇÃO","3039170.1361",2050000,0,41000,"Sim"
"Outros","ITAÍBA","FILANTRÓPICO","TJPE","MEDICAMENTOS","3166724.1",10,0,"170.6","Sim"
"Outros","RECIFE","FILANTRÓPICO","TJPE","MEDICAMENTOS","3828654.1439",7,0,"210.14","Nao"
"Outros","JABOATÃO DOS GUARARAPES","PRIVADO","JFPE","MEDICAMENTOS","3342603.1",270,0,"264.6","Sim"
"Outros","SÃO JOSÉ DO EGITO","SUS","SÃO JOSÉ DO EGITO","MEDICAMENTOS","3348903.1",20,0,92,"Nao"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3954633.1",140,0,"22552.6","Sim"
