"Tipo_Aquisicao","Municipio","Origem","Comarca","Conta_Contabil","Qtd_Comprada","Valor_a_receber","Valor_Comprado","Restituido"
"Outros","Zona_da_mata","FILANTRÓPICO","Recife","MEDICAMENTOS CONTROLADOS",90,0,"123.3","Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","Recife","MEDICAMENTOS CONTROLADOS",28,0,"204.12","Sim"
"Outros","Grande_recife","SUS","JFPE","MEDICAMENTOS",60,0,2619,"Nao"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS",240,0,"45.6","Sim"
"Outros","Sertao","SUS","Recife","MEDICAMENTOS",7,0,"876.12","Nao"
"Outros","Grande_recife","SUS","JFPE","MEDICAMENTOS",8,0,"292.8","Nao"
"Outros","Sertao","SUS","Recife","MEDICAMENTOS",2,0,"73.2","Nao"
"Outros","Grande_recife","FILANTRÓPICO","JEFPC","MEDICAMENTOS CONTROLADOS",30,0,33,"Sim"
"Adesão","Grande_recife","FILANTRÓPICO","Olinda","MEDICAMENTOS",10,0,1790,"Sim"
"Adesão","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",1260,0,"238757.4","Sim"
"Adesão","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",160,0,279200,"Nao"
"Adesão","Zona_da_mata","FILANTRÓPICO","Jaboatao","MEDICAMENTOS CONTROLADOS",2700,6642,6642,"Sim"
"Pregão","Agreste","PRIVADO","Recife","MEDICAMENTOS",50,0,1842075,"Nao"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS",1,0,"36.6","Sim"
"Pregão","Agreste","SUS","Recife","MEDICAMENTOS",1620,0,"45635.4","Sim"
"Pregão","Agreste","PRIVADO","TJPE","MEDICAMENTOS",2408,0,"1781.92","Sim"
"Pregão","Grande_recife","PRIVADO","Recife","MEDICAMENTOS",600,0,570,"Nao"
"Pregão","Grande_recife","FILANTRÓPICO","JEFPC","MEDICAMENTOS",20280,0,"5678.4","Sim"
"Pregão","Grande_recife","NÃO INFORMADO","TJPE","MEDICAMENTOS",360,0,138024,"Sim"
"Pregão","Agreste","SUS","Recife","MEDICAMENTOS",18,0,"114703.56","Nao"
"Pregão","Grande_recife","SUS","TJPE","MEDICAMENTOS",6,0,"38234.52","Nao"
"Pregão","Zona_da_mata","NÃO INFORMADO","Jaboatao","MEDICAMENTOS",50,0,322093,"Sim"
"Pregão","Agreste","SUS","Jaboatao","MEDICAMENTOS",2160,0,152820,"Nao"
"Outros","Sertao","NÃO INFORMADO","Olinda","MEDICAMENTOS",8,0,"143.6","Nao"
"Outros","Grande_recife","FILANTRÓPICO","Olinda","MEDICAMENTOS",50,0,"35.5","Sim"
"Outros","Zona_da_mata","PRIVADO","Recife","MEDICAMENTOS",1,0,"30.02","Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","Recife","MEDICAMENTOS",28,0,"278.32","Sim"
"Outros","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",180,0,"93.6","Nao"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS CONTROLADOS",120,0,"61.2","Sim"
"Outros","Sertao","NÃO INFORMADO","Recife","MEDICAMENTOS CONTROLADOS",120,0,132,"Nao"
"Inexigibilidade","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",120,0,"632979.6","Nao"
"Outros","Zona_da_mata","SUS","Recife","MEDICAMENTOS",2,0,"1.48","Nao"
"Outros","Agreste","FILANTRÓPICO","JEFPC","MEDICAMENTOS",30,0,"2.1","Sim"
"Outros","Sertao","SUS","Olinda","MEDICAMENTOS",100,0,38,"Sim"
"Outros","Grande_recife","SUS","JFPE","MEDICAMENTOS",40,0,2834,"Sim"
"Outros","Zona_da_mata","SUS","JFPE","MEDICAMENTOS CONTROLADOS",540,0,"124.2","Nao"
"Outros","Zona_da_mata","NÃO INFORMADO","Jaboatao","MEDICAMENTOS",60,0,"4.2","Sim"
"Outros","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",3,0,"3953.61","Nao"
"Outros","Agreste","NÃO INFORMADO","Recife","NUTRIÇÃO",4800,0,1152,"Sim"
"Pregão","Sertao","SUS","Recife","MEDICAMENTOS",72,0,"836.64","Sim"
"Pregão","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS",1500,0,75,"Sim"
"Outros","Sertao","SUS","Recife","MEDICAMENTOS CONTROLADOS",360,0,"82.8","Nao"
"Pregão","Grande_recife","SUS","JEFPC","MEDICAMENTOS",924,0,"1903.44","Sim"
"Pregão","Grande_recife","SUS","TJPE","MEDICAMENTOS",1200,0,3168,"Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",600,756,756,"Nao"
"Pregão","Grande_recife","SUS","TJPE","MEDICAMENTOS",170,"1718.7","1718.7","Nao"
"Pregão","Zona_da_mata","SUS","Jaboatao","MEDICAMENTOS",1092,"3139.36","122435.04","Sim"
"Pregão","Agreste","PRIVADO","Jaboatao","MEDICAMENTOS",364,"3139.36","40811.68","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Olinda","NUTRIÇÃO",48000,0,2400,"Nao"
"Pregão","Agreste","FILANTRÓPICO","Olinda","NUTRIÇÃO",24000,0,3360,"Sim"
"Pregão","Agreste","SUS","Recife","NUTRIÇÃO",24000,0,2880,"Nao"
"Pregão","Grande_recife","PRIVADO","Recife","NUTRIÇÃO",72000,0,30960,"Sim"
"Pregão","Grande_recife","SUS","JFPE","MEDICAMENTOS",1624,0,"340812.64","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Recife","NUTRIÇÃO",270000,0,5400,"Sim"
"Pregão","Agreste","FILANTRÓPICO","Recife","NUTRIÇÃO",6000,0,120,"Nao"
"Pregão","Grande_recife","SUS","JFPE","NUTRIÇÃO",72000,0,34560,"Nao"
"Pregão","Zona_da_mata","PRIVADO","Recife","MEDICAMENTOS CONTROLADOS",2700,"14.76",3321,"Nao"
"Pregão","Agreste","PRIVADO","JEFPC","MEDICAMENTOS CONTROLADOS",3510,0,"4527.9","Sim"
"Pregão","Sertao","SUS","Olinda","MEDICAMENTOS",180,0,"7194.6","Sim"
"Pregão","Grande_recife","PRIVADO","JFPE","MEDICAMENTOS",1820,0,"5241.6","Sim"
"Pregão","Zona_da_mata","NÃO INFORMADO","JFPE","MEDICAMENTOS",12,"76469.04","76469.04","Nao"
"Pregão","Zona_da_mata","SUS","Jaboatao","MEDICAMENTOS",36,"229407.12","229407.12","Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",2100,0,562422,"Nao"
"Pregão","Agreste","PRIVADO","TJPE","MEDICAMENTOS CONTROLADOS",18900,0,15120,"Sim"
"Dispensa","Sertao","SUS","Recife","MEDICAMENTOS",720,0,50940,"Sim"
"Dispensa","Grande_recife","SUS","JEFPC","ANTIMICROBIANOS",120,0,168786,"Sim"
"Dispensa","Sertao","PRIVADO","TJPE","MEDICAMENTOS",540,0,"1042.2","Nao"
"Dispensa","Grande_recife","SUS","Recife","MEDICAMENTOS",32,0,"58159.36","Sim"
"Pregão","Grande_recife","SUS","TJPE","MEDICAMENTOS",540,"132775.2","132775.2","Sim"
"Outros","Grande_recife","PRIVADO","Jaboatao","MEDICAMENTOS",10380,0,187359,"Nao"
"Outros","Grande_recife","SUS","Jaboatao","MEDICAMENTOS",190,0,"2044.4","Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","Olinda","MEDICAMENTOS",168,0,"285.609999696","Sim"
"Pregão","Agreste","SUS","Olinda","MEDICAMENTOS",150,0,"155548.5","Nao"
"Adesão","Grande_recife","SUS","Recife","MEDICAMENTOS",18,0,"168172.2","Nao"
"Pregão","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",2340,0,"322732.8","Sim"
"Pregão","Agreste","SUS","JFPE","MEDICAMENTOS",72,0,"115763.04","Nao"
"Pregão","Grande_recife","NÃO INFORMADO","Recife","NUTRIÇÃO",268800,0,134400,"Sim"
"Dispensa","Grande_recife","NÃO INFORMADO","Recife","MEDICAMENTOS",720,0,"149443.2","Nao"
"Dispensa","Grande_recife","SUS","JFPE","MEDICAMENTOS",196,"51.8","362.6","Sim"
"Pregão","Agreste","PRIVADO","Recife","MEDICAMENTOS",6200,0,71300,"Nao"
"Outros","Grande_recife","SUS","JEFPC","NUTRIÇÃO",270000,0,5400,"Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","Olinda","MEDICAMENTOS",120,0,"974.4","Nao"
"Outros","Agreste","FILANTRÓPICO","JFPE","MEDICAMENTOS",60,0,11163,"Sim"
"Outros","Sertao","FILANTRÓPICO","JFPE","MEDICAMENTOS",120,0,"58989.6","Sim"
"Outros","Grande_recife","FILANTRÓPICO","Jaboatao","NUTRIÇÃO",6400,0,6144,"Sim"
"Outros","Zona_da_mata","SUS","Recife","MEDICAMENTOS",120,0,"46.8","Nao"
"Pregão","Zona_da_mata","SUS","Recife","MEDICAMENTOS",1200,0,324,"Sim"
"Outros","Grande_recife","FILANTRÓPICO","Recife","NUTRIÇÃO",12000,0,1320,"Nao"
"Outros","Agreste","FILANTRÓPICO","TJPE","NUTRIÇÃO",17400,0,1914,"Sim"
"Outros","Sertao","PRIVADO","Recife","MEDICAMENTOS",6,0,"12.36","Sim"
"Pregão","Grande_recife","SUS","JEFPC","MEDICAMENTOS",360,0,"49651.2","Sim"
"Pregão","Sertao","SUS","TJPE","MEDICAMENTOS",320,0,"797100.8","Nao"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS",90,0,"913.5","Sim"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",2,0,"250.32","Sim"
"Outros","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",84,0,"159.6","Nao"
"Outros","Grande_recife","SUS","Jaboatao","MEDICAMENTOS CONTROLADOS",459,0,"683.91","Nao"
"Outros","Zona_da_mata","SUS","Olinda","MEDICAMENTOS CONTROLADOS",60,0,"440.4","Sim"
"Outros","Agreste","SUS","Olinda","MEDICAMENTOS CONTROLADOS",30,0,"562.5","Nao"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS",224,0,"27144.32","Nao"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS CONTROLADOS",30,0,"211.8","Sim"
"Outros","Agreste","NÃO INFORMADO","JFPE","MEDICAMENTOS CONTROLADOS",56,0,"408.24","Nao"
"Outros","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS CONTROLADOS",180,0,"82.8","Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",110,0,"9356.6","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",24,0,"24264.72","Sim"
"Pregão","Agreste","PRIVADO","Recife","MEDICAMENTOS",2700,0,284202,"Nao"
"Pregão","Grande_recife","SUS","JEFPC","MEDICAMENTOS",600,864,864,"Nao"
"Pregão","Zona_da_mata","SUS","Olinda","MEDICAMENTOS",24,"229534.08","229534.08","Nao"
"Pregão","Agreste","PRIVADO","JFPE","MEDICAMENTOS",72,0,"688602.24","Sim"
"Pregão","Sertao","PRIVADO","JFPE","NUTRIÇÃO",2050000,0,41000,"Sim"
"Outros","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",10,0,"170.6","Sim"
"Outros","Zona_da_mata","FILANTRÓPICO","Recife","MEDICAMENTOS",7,0,"210.14","Nao"
"Outros","Zona_da_mata","PRIVADO","Recife","MEDICAMENTOS",270,0,"264.6","Sim"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS",20,0,92,"Nao"
"Outros","Agreste","SUS","TJPE","MEDICAMENTOS",140,0,"22552.6","Sim"
"Outros","Sertao","FILANTRÓPICO","Recife","MEDICAMENTOS",700,0,273,"Sim"
"Outros","Grande_recife","FILANTRÓPICO","JEFPC","MEDICAMENTOS CONTROLADOS",210,0,"930.3","Sim"
"Outros","Sertao","SUS","TJPE","MEDICAMENTOS",60,0,"3.6","Nao"
"Outros","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",90,0,"28563.3","Sim"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",28,0,"20843.76","Sim"
"Outros","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",30,0,"13.8","Nao"
"Outros","Grande_recife","FILANTRÓPICO","Jaboatao","EQUIPAMENTOS HOSPITALARES / MOBILIÁRIOS",1,0,"1301.65","Nao"
"Outros","Zona_da_mata","PRIVADO","Olinda","MATERIAL MEDICO HOSPITALAR",270,0,"143.1","Sim"
"Outros","Agreste","PRIVADO","Olinda","MEDICAMENTOS",10,0,"101.5","Nao"
"Outros","Grande_recife","PRIVADO","Recife","MEDICAMENTOS",14,0,"253.82","Nao"
"Outros","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",5,0,"265.9","Sim"
"Outros","Agreste","SUS","JFPE","MEDICAMENTOS",2,0,"366.9","Nao"
"Pregão","Grande_recife","SUS","Recife","NUTRIÇÃO",38250,0,"89122.5","Sim"
"Pregão","Grande_recife","SUS","Recife","NUTRIÇÃO",12750,0,"29707.5","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",1500,0,2445,"Sim"
"Pregão","Agreste","SUS","Recife","MEDICAMENTOS",900,0,819,"Nao"
"Pregão","Grande_recife","PRIVADO","JEFPC","MEDICAMENTOS",1200,0,612,"Nao"
"Outros","Grande_recife","FILANTRÓPICO","Olinda","MEDICAMENTOS CONTROLADOS",240,0,"55.2","Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","JFPE","MEDICAMENTOS",8,0,"8088.24","Sim"
"Outros","Agreste","SUS","JFPE","MEDICAMENTOS",285,0,31350,"Sim"
"Outros","Sertao","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",1140,0,"10100.4","Sim"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS",250,0,"21497.5","Nao"
"Pregão","Zona_da_mata","SUS","Recife","MATERIAL MEDICO HOSPITALAR",1,78000,78000,"Sim"
"Outros","Zona_da_mata","PRIVADO","Recife","MEDICAMENTOS",168,0,"27063.12","Nao"
"Outros","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS CONTROLADOS",120,0,"880.8","Sim"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS",17,0,"8980.76","Sim"
"Outros","Sertao","FILANTRÓPICO","JEFPC","MEDICAMENTOS",47,0,"60851.84","Sim"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",2,0,"24263.58","Nao"
"Outros","Sertao","FILANTRÓPICO","Recife","MEDICAMENTOS",7,0,"257890.5","Sim"
"Outros","Grande_recife","FILANTRÓPICO","TJPE","MEDICAMENTOS",30,0,"21345.9","Sim"
"Outros","Grande_recife","PRIVADO","Jaboatao","MEDICAMENTOS",8,0,"2330.4","Nao"
"Outros","Grande_recife","SUS","Jaboatao","MEDICAMENTOS",6,0,"10904.88","Nao"
"Outros","Grande_recife","SUS","Olinda","MEDICAMENTOS",200,0,5398,"Sim"
"Outros","Zona_da_mata","FILANTRÓPICO","Olinda","MEDICAMENTOS",50,0,2659,"Nao"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS",300,0,33000,"Nao"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS CONTROLADOS",112,0,"816.48","Sim"
"Outros","Agreste","SUS","JFPE","NUTRIÇÃO",224000,0,4480,"Nao"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS",4200,0,287280,"Sim"
"Outros","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",60,0,"165.6","Nao"
"Outros","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",21,0,"27675.27","Sim"
"Outros","Grande_recife","NÃO INFORMADO","Recife","MEDICAMENTOS",120,0,"195.6","Nao"
"Outros","Agreste","FILANTRÓPICO","JEFPC","MEDICAMENTOS",1500,0,23550,"Nao"
"Outros","Grande_recife","FILANTRÓPICO","Olinda","MEDICAMENTOS",120,0,114,"Nao"
"Outros","Zona_da_mata","SUS","JFPE","MEDICAMENTOS",6,0,"109.56","Sim"
"Outros","Agreste","SUS","JFPE","MEDICAMENTOS",28,0,"2916.48","Sim"
"Outros","Sertao","SUS","Jaboatao","MEDICAMENTOS",224,0,"47008.64","Sim"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS CONTROLADOS",120,0,"1468.8","Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","Recife","MEDICAMENTOS",120,0,"58.8","Sim"
"Outros","Zona_da_mata","FILANTRÓPICO","Recife","MEDICAMENTOS",270,0,270,"Nao"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",450,0,"292.5","Sim"
"Outros","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",150,0,"487.5","Sim"
"Outros","Sertao","SUS","JEFPC","MEDICAMENTOS",360,0,"57560.4","Sim"
"Outros","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS",400,0,776,"Nao"
"Outros","Sertao","FILANTRÓPICO","Recife","MEDICAMENTOS",180,0,72,"Sim"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",60,0,"5914.8","Sim"
"Outros","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS CONTROLADOS",120,0,"86.4","Nao"
"Outros","Grande_recife","SUS","Jaboatao","MEDICAMENTOS CONTROLADOS",1200,0,2652,"Nao"
"Outros","Grande_recife","PRIVADO","Olinda","MEDICAMENTOS CONTROLADOS",420,0,"96.6","Sim"
"Outros","Zona_da_mata","PRIVADO","Olinda","MEDICAMENTOS",120,0,"8500.8","Nao"
"Outros","Agreste","PRIVADO","Recife","MEDICAMENTOS",1,0,666,"Nao"
"Outros","Grande_recife","PRIVADO","Recife","MEDICAMENTOS",15,0,"276.9","Sim"
"Outros","Agreste","FILANTRÓPICO","JFPE","MEDICAMENTOS CONTROLADOS",100,0,4,"Nao"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS CONTROLADOS",84,0,"92.4","Sim"
"Pregão","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",360,0,"49651.2","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","JFPE","ANTIMICROBIANOS",1250,0,"2137.5","Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS CONTROLADOS",50,0,147,"Nao"
"Pregão","Agreste","PRIVADO","JEFPC","ANTIMICROBIANOS",12,0,2148,"Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Olinda","MEDICAMENTOS",480,"96484.8","96484.8","Nao"
"Pregão","Zona_da_mata","FILANTRÓPICO","JFPE","MEDICAMENTOS",109,0,"555509.78","Sim"
"Pregão","Agreste","PRIVADO","JFPE","MEDICAMENTOS",600,0,864,"Sim"
"Outros","Sertao","PRIVADO","Jaboatao","MATERIAL MEDICO HOSPITALAR",29,0,"507.5","Sim"
"Outros","Grande_recife","PRIVADO","Recife","MEDICAMENTOS",12,0,"1013.52","Nao"
"Outros","Zona_da_mata","PRIVADO","Recife","MEDICAMENTOS",130,0,"12815.4","Sim"
"Outros","Zona_da_mata","PRIVADO","Recife","MEDICAMENTOS",90,0,"1661.4","Nao"
"Outros","Grande_recife","FILANTRÓPICO","TJPE","MEDICAMENTOS",1,0,"383.04","Sim"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS CONTROLADOS",30,0,"1570.8","Sim"
"Outros","Sertao","FILANTRÓPICO","JEFPC","MEDICAMENTOS CONTROLADOS",60,0,"440.4","Sim"
"Outros","Grande_recife","NÃO INFORMADO","TJPE","NUTRIÇÃO",30000,0,1800,"Nao"
"Outros","Sertao","SUS","Recife","NUTRIÇÃO",250,0,"582.5","Sim"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",120,0,"8500.8","Sim"
"Outros","Grande_recife","PRIVADO","Jaboatao","ANTIMICROBIANOS",390,0,593463,"Nao"
"Outros","Grande_recife","FILANTRÓPICO","Jaboatao","ANTIMICROBIANOS",130,0,197821,"Nao"
"Outros","Grande_recife","SUS","Olinda","ANTIMICROBIANOS",390,0,593463,"Sim"
"Outros","Zona_da_mata","SUS","Olinda","ANTIMICROBIANOS",390,0,593463,"Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Recife","NUTRIÇÃO",43200,0,"10294.56","Sim"
"Pregão","Agreste","PRIVADO","JEFPC","NUTRIÇÃO",50400,0,6552,"Nao"
"Pregão","Agreste","SUS","Olinda","NUTRIÇÃO",72000,"5947.2","5947.2","Sim"
"Pregão","Grande_recife","FILANTRÓPICO","JFPE","NUTRIÇÃO",43200,"1238.4","5270.4","Nao"
"Pregão","Grande_recife","PRIVADO","JFPE","NUTRIÇÃO",62400,7000,8424,"Sim"
"Pregão","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",10,350,"423.2","Nao"
"Outros","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",810,20000,"24121.8","Nao"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",2460,"797827.2","797827.2","Nao"
"Pregão","Zona_da_mata","SUS","Recife","MEDICAMENTOS",360,"3178.8","3178.8","Sim"
"Pregão","Agreste","FILANTRÓPICO","TJPE","MEDICAMENTOS CONTROLADOS",800,5000,6720,"Sim"
"Pregão","Sertao","SUS","Recife","MEDICAMENTOS",840,84,84,"Sim"
"Pregão","Grande_recife","FILANTRÓPICO","JEFPC","MEDICAMENTOS CONTROLADOS",196,1500,"1777.72","Nao"
"Pregão","Zona_da_mata","SUS","TJPE","MEDICAMENTOS",100,51867,62500,"Sim"
"Pregão","Zona_da_mata","SUS","Recife","MEDICAMENTOS",378,70000,"80661.42","Nao"
"Pregão","Grande_recife","SUS","TJPE","MEDICAMENTOS",3510,90000,"101298.6","Sim"
"Dispensa","Agreste","PRIVADO","Jaboatao","MEDICAMENTOS",8,"68441.28","68441.28","Sim"
"Dispensa","Sertao","SUS","Jaboatao","MEDICAMENTOS",3510,"101298.6","101298.6","Sim"
"Dispensa","Grande_recife","SUS","Olinda","MEDICAMENTOS",16,"136882.56","136882.56","Nao"
"Pregão","Sertao","PRIVADO","Olinda","MEDICAMENTOS",1440,"2145.6","2145.6","Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS CONTROLADOS",5100,8874,8874,"Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",900,"826.47","826.47","Nao"
"Pregão","Grande_recife","PRIVADO","JFPE","MEDICAMENTOS",2400,2112,2112,"Nao"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",1350,"1309.5","1309.5","Sim"
"Pregão","Zona_da_mata","SUS","Recife","MEDICAMENTOS",6,40000,51000,"Nao"
"Pregão","Agreste","SUS","JFPE","MEDICAMENTOS",600,8490,8490,"Nao"
"Outros","Sertao","SUS","Recife","MEDICAMENTOS",90,1000,1053,"Sim"
"Dispensa","Grande_recife","NÃO INFORMADO","JEFPC","MEDICAMENTOS",126,"93045.96","93045.96","Nao"
"Pregão","Sertao","PRIVADO","Olinda","MEDICAMENTOS",2600,5096,5096,"Sim"
"Pregão","Grande_recife","SUS","JFPE","MEDICAMENTOS CONTROLADOS",196,1500,"1758.12","Nao"
"Pregão","Grande_recife","SUS","JFPE","MEDICAMENTOS",1080,"419893.2","419893.2","Sim"
"Pregão","Grande_recife","NÃO INFORMADO","Jaboatao","MEDICAMENTOS",45,"8588.25","8588.25","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",130,"11165.7","11165.7","Nao"
"Pregão","Zona_da_mata","SUS","Recife","MEDICAMENTOS",180,"11113.2","11113.2","Nao"
"Pregão","Agreste","PRIVADO","Recife","MEDICAMENTOS",225,33300,33300,"Sim"
"Pregão","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS",30,7500,7500,"Sim"
"Pregão","Agreste","SUS","Recife","MEDICAMENTOS",130,1196,1196,"Sim"
"Pregão","Agreste","SUS","JEFPC","MEDICAMENTOS",600,270,270,"Nao"
"Pregão","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS",1440,"3484.8","3484.8","Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",560,700,700,"Nao"
"Pregão","Grande_recife","FILANTRÓPICO","TJPE","MEDICAMENTOS",600,348,348,"Sim"
"Outros","Agreste","SUS","Jaboatao","MEDICAMENTOS",180,13200,"15699.6","Sim"
"Outros","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",4,100,"1024.6","Sim"
"Outros","Zona_da_mata","SUS","Olinda","MEDICAMENTOS",240,800,"1394.4","Nao"
"Outros","Agreste","NÃO INFORMADO","Olinda","MEDICAMENTOS CONTROLADOS",60,100,"148.8","Sim"
"Outros","Sertao","PRIVADO","Recife","MEDICAMENTOS CONTROLADOS",180,260,"284.4","Sim"
"Outros","Grande_recife","SUS","Recife","NUTRIÇÃO",19200,760,864,"Nao"
"Dispensa","Zona_da_mata","FILANTRÓPICO","JFPE","MEDICAMENTOS",8,52125,"67695.12","Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","Recife","MATERIAL MEDICO HOSPITALAR",3,100,117,"Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",360,74448,74448,"Nao"
"Pregão","Agreste","FILANTRÓPICO","JFPE","MEDICAMENTOS",300,420,420,"Nao"
"Pregão","Sertao","NÃO INFORMADO","Recife","MEDICAMENTOS",900,873,873,"Sim"
"Pregão","Grande_recife","SUS","JEFPC","MEDICAMENTOS",960,"1449.6","1449.6","Nao"
"Pregão","Sertao","SUS","Olinda","MEDICAMENTOS",576,"2321.28","2321.28","Sim"
"Pregão","Grande_recife","PRIVADO","JFPE","MEDICAMENTOS",70,"370.3","370.3","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",450,"175.5","175.5","Sim"
"Pregão","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS CONTROLADOS",600,1404,1404,"Nao"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS CONTROLADOS",1800,2592,2592,"Nao"
"Adesão","Zona_da_mata","SUS","Recife","MEDICAMENTOS",900,864,864,"Nao"
"Adesão","Agreste","NÃO INFORMADO","Recife","MEDICAMENTOS",900,1260,1260,"Sim"
"Adesão","Sertao","FILANTRÓPICO","TJPE","MEDICAMENTOS",840,"1612.8","1612.8","Sim"
"Adesão","Grande_recife","SUS","Recife","MEDICAMENTOS",600,"751.98","751.98","Sim"
"Adesão","Sertao","SUS","JEFPC","MEDICAMENTOS",900,22707,22707,"Nao"
"Adesão","Grande_recife","SUS","TJPE","MEDICAMENTOS",1500,150,150,"Sim"
"Adesão","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",2100,"158.76","158.76","Nao"
"Adesão","Grande_recife","SUS","TJPE","MEDICAMENTOS",110,1000,"1206.7","Sim"
"Adesão","Grande_recife","PRIVADO","Jaboatao","MEDICAMENTOS",30,"355.2","532.8","Sim"
"Adesão","Zona_da_mata","SUS","TJPE","MEDICAMENTOS",980,"1940.4","1940.4","Sim"
"Adesão","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",10,100,"202.5","Nao"
"Adesão","Grande_recife","FILANTRÓPICO","JEFPC","MEDICAMENTOS CONTROLADOS",2940,"693.6","999.6","Sim"
"Adesão","Agreste","FILANTRÓPICO","TJPE","MEDICAMENTOS",2100,52836,52836,"Sim"
"Adesão","Agreste","NÃO INFORMADO","Recife","MEDICAMENTOS",3300,80388,80388,"Nao"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",56,"10611.44","10611.44","Nao"
"Outros","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",300,1488,1488,"Sim"
